Name,Author,User Rating,Reviews,Price,Year,Genre,Avg rating,Highest  rated book,  rated book,Better Rating,Outliers
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13.00,03/07/1905,Non Fiction,4.646511628,,,,
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13.00,04/07/1905,Non Fiction,4.6484375,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11.00,07/07/1905,Non Fiction,4.650393701,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11.00,08/07/1905,Non Fiction,4.651587302,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11.00,09/07/1905,Non Fiction,4.6528,,,,
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11.00,11/07/1905,Non Fiction,4.654032258,,,,
The Litigators,John Grisham,4.4,6222,18.00,03/07/1905,Fiction,4.655284553,,,,
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14.00,02/07/1905,Fiction,4.657377049,,,,
The Lost Symbol,Dan Brown,4.2,8747,19.00,01/07/1905,Fiction,4.656198347,,,,
The Love Dare,Stephen Kendrick,4.8,1655,13.00,01/07/1905,Non Fiction,4.66,,,,
The Magnolia Story,Chip Gaines,4.9,7861,5.00,08/07/1905,Non Fiction,4.658823529,,,,
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10.00,04/07/1905,Fiction,4.656779661,,,,
The Martian,Andy Weir,4.7,39459,9.00,07/07/1905,Fiction,4.655555556,,,,
The Maze Runner (Book 1),James Dashner,4.5,10101,8.00,06/07/1905,Fiction,4.655172414,,,,
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8.00,10/07/1905,Fiction,4.656521739,,,,
The Mueller Report,The Washington Post,4.6,2744,12.00,11/07/1905,Non Fiction,4.655263158,,,,
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11.00,07/07/1905,Fiction,4.655752212,,,,
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11.00,08/07/1905,Fiction,4.654464286,,,,
The Official SAT Study Guide,The College Board,4.4,1201,40.00,02/07/1905,Non Fiction,4.653153153,,,,
The Official SAT Study Guide,The College Board,4.4,1201,40.00,03/07/1905,Non Fiction,4.655454545,,,,
The Official SAT Study Guide,The College Board,4.4,1201,40.00,04/07/1905,Non Fiction,4.657798165,,,,
The Official SAT Study Guide,The College Board,4.4,1201,40.00,05/07/1905,Non Fiction,4.660185185,,,,
The Official SAT Study Guide,The College Board,4.4,1201,40.00,06/07/1905,Non Fiction,4.662616822,,,,
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36.00,08/07/1905,Non Fiction,4.66509434,,,,
The Paris Wife: A Novel,Paula McLain,4.3,3759,16.00,03/07/1905,Fiction,4.668571429,,,,
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,17.00,05/07/1905,Non Fiction,4.672115385,,,,
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14.00,07/07/1905,Non Fiction,4.670873786,,,,
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21.00,04/07/1905,Non Fiction,4.669607843,,,,
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18.00,10/07/1905,Non Fiction,4.668316832,,,,
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17.00,10/07/1905,Non Fiction,4.67,,,,
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5.00,09/07/1905,Fiction,4.672727273,,,,
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5.00,10/07/1905,Fiction,4.671428571,,,,
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21.00,04/07/1905,Non Fiction,4.670103093,,,,
The President Is Missing: A Novel,James Patterson,4.3,10191,18.00,10/07/1905,Fiction,4.670833333,,,,
The Racketeer,John Grisham,4.3,14493,18.00,04/07/1905,Fiction,4.674736842,,,,
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12.00,02/07/1905,Fiction,4.678723404,,,,
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14.00,02/07/1905,Non Fiction,4.679569892,,,,
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12.00,04/07/1905,Fiction,4.680434783,,,,
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8.00,01/07/1905,Fiction,4.679120879,,,,
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8.00,09/07/1905,Fiction,4.68,,,,
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0.00,02/07/1905,Fiction,4.680898876,,,,
The Silent Patient,Alex Michaelides,4.5,27536,14.00,11/07/1905,Fiction,4.681818182,,,,
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,10.00,03/07/1905,Fiction,4.683908046,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15.00,09/07/1905,Non Fiction,4.68255814,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15.00,10/07/1905,Non Fiction,4.683529412,,,,
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15.00,11/07/1905,Non Fiction,4.68452381,,,,
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9.00,09/07/1905,Non Fiction,4.685542169,,,,
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,7.00,04/07/1905,Fiction,4.685365854,,,,
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,10.00,03/07/1905,Fiction,4.685185185,,,,
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6.00,01/07/1905,Fiction,4.685,,,,
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9.00,01/07/1905,Non Fiction,4.688607595,,,,
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10.00,11/07/1905,Non Fiction,4.692307692,,,,
The Twilight Saga Collection,Stephenie Meyer,4.7,3801,82.00,01/07/1905,Fiction,4.692207792,,,,
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,12.00,02/07/1905,Fiction,4.692105263,,,,
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10.00,11/07/1905,Non Fiction,4.690666667,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,05/07/1905,Fiction,4.690540541,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,06/07/1905,Fiction,4.687671233,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,07/07/1905,Fiction,4.684722222,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,08/07/1905,Fiction,4.681690141,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,09/07/1905,Fiction,4.678571429,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,10/07/1905,Fiction,4.675362319,,,,
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5.00,11/07/1905,Fiction,4.672058824,,,,
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16.00,07/07/1905,Non Fiction,4.668656716,,,,
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16.00,08/07/1905,Non Fiction,4.66969697,,,,
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16.00,09/07/1905,Non Fiction,4.670769231,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10.00,08/07/1905,Fiction,4.671875,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10.00,09/07/1905,Fiction,4.668253968,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10.00,10/07/1905,Fiction,4.664516129,,,,
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10.00,11/07/1905,Fiction,4.660655738,,,,
The Wonky Donkey,Craig Smith,4.8,30183,4.00,10/07/1905,Fiction,4.656666667,,,,
The Wonky Donkey,Craig Smith,4.8,30183,4.00,11/07/1905,Fiction,4.654237288,,,,
The Wright Brothers,David McCullough,4.7,6169,16.00,07/07/1905,Non Fiction,4.651724138,,,,
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15.00,05/07/1905,Non Fiction,4.650877193,,,,
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19.00,03/07/1905,Non Fiction,4.65,,,,
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19.00,04/07/1905,Non Fiction,4.650909091,,,,
Thirteen Reasons Why,Jay Asher,4.5,7932,9.00,09/07/1905,Fiction,4.651851852,,,,
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23.00,04/07/1905,Non Fiction,4.654716981,,,,
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11.00,01/07/1905,Non Fiction,4.657692308,,,,
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11.00,02/07/1905,Non Fiction,4.664705882,,,,
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23.00,06/07/1905,Non Fiction,4.672,,,,
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23.00,07/07/1905,Non Fiction,4.673469388,,,,
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23.00,08/07/1905,Non Fiction,4.675,,,,
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23.00,09/07/1905,Non Fiction,4.676595745,,,,
Tina Fey: Bossypants,Tina Fey,4.3,5977,12.00,03/07/1905,Non Fiction,4.67826087,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0.00,05/07/1905,Fiction,4.686666667,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0.00,06/07/1905,Fiction,4.684090909,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0.00,07/07/1905,Fiction,4.681395349,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,0.00,08/07/1905,Fiction,4.678571429,,,,
To Kill a Mockingbird,Harper Lee,4.8,26234,7.00,11/07/1905,Fiction,4.675609756,,,,
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21.00,09/07/1905,Non Fiction,4.6725,,,,
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21.00,02/07/1905,Fiction,4.674358974,,,,
True Compass: A Memoir,Edward M. Kennedy,4.5,438,15.00,01/07/1905,Non Fiction,4.671052632,,,,
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9.00,01/07/1905,Fiction,4.675675676,,,,
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5.00,06/07/1905,Fiction,4.675,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16.00,02/07/1905,Non Fiction,4.68,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16.00,03/07/1905,Non Fiction,4.676470588,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16.00,04/07/1905,Non Fiction,4.672727273,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13.00,06/07/1905,Non Fiction,4.66875,,,,
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16.00,06/07/1905,Non Fiction,4.664516129,,,,
Under the Dome: A Novel,Stephen King,4.3,6740,20.00,01/07/1905,Fiction,4.66,,,,
Unfreedom of the Press,Mark R. Levin,4.9,5956,11.00,11/07/1905,Non Fiction,4.672413793,,,,
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4.00,11/07/1905,Non Fiction,4.664285714,,,,
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,9.00,08/07/1905,Non Fiction,4.659259259,,,,
Watchmen,Alan Moore,4.8,3829,42.00,01/07/1905,Fiction,4.657692308,,,,
Water for Elephants: A Novel,Sara Gruen,4.5,8958,12.00,03/07/1905,Fiction,4.652,,,,
What Happened,Hillary Rodham Clinton,4.6,5492,18.00,09/07/1905,Non Fiction,4.658333333,,,,
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17.00,06/07/1905,Non Fiction,4.660869565,,,,
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,14.00,07/07/1905,Fiction,4.659090909,,,,
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13.00,11/07/1905,Fiction,4.657142857,,,,
What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9.00,03/07/1905,Non Fiction,4.65,,,,
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6.00,04/07/1905,Non Fiction,4.663157895,,,,
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6.00,05/07/1905,Non Fiction,4.677777778,,,,
When Breath Becomes Air,Paul Kalanithi,4.8,13779,14.00,08/07/1905,Non Fiction,4.694117647,,,,
Where the Crawdads Sing,Delia Owens,4.8,87841,15.00,11/07/1905,Fiction,4.6875,,,,
Where the Wild Things Are,Maurice Sendak,4.8,9967,13.00,01/07/1905,Fiction,4.68,,,,
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,12.00,10/07/1905,Non Fiction,4.671428571,,,,
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044,18.00,04/07/1905,Non Fiction,4.676923077,,,,
Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760,15.00,04/07/1905,Fiction,4.7,,,,
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11.00,02/07/1905,Non Fiction,4.718181818,,,,
Wonder,R. J. Palacio,4.8,21625,9.00,05/07/1905,Fiction,4.77,,,,
Wonder,R. J. Palacio,4.8,21625,9.00,06/07/1905,Fiction,4.766666667,,,,
Wonder,R. J. Palacio,4.8,21625,9.00,07/07/1905,Fiction,4.7625,,,,
Wonder,R. J. Palacio,4.8,21625,9.00,08/07/1905,Fiction,4.757142857,,,,
Wonder,R. J. Palacio,4.8,21625,9.00,09/07/1905,Fiction,4.75,,,,
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8.00,11/07/1905,Fiction,4.74,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8.00,08/07/1905,Non Fiction,4.7,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8.00,09/07/1905,Non Fiction,4.7,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8.00,10/07/1905,Non Fiction,4.7,,,,
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8.00,11/07/1905,Non Fiction,4.7,,,,
